ROWHEADER,Test,ODI,T20,IPL,name
Wickets,29,93,33,0,Chris Mpofu
Avg,48.0,38.51,31.39,0.0,Chris Mpofu
Eco,3.36,5.43,8.96,0,Chris Mpofu
SR,85.83,42.58,21.03,0.0,Chris Mpofu
BBI,4/92,6/52,4/30,-/-,Chris Mpofu
BBM,5/123,6/52,4/30,-/-,Chris Mpofu
4w,2,2,1,0,Chris Mpofu
5w,0,1,0,0,Chris Mpofu
10w,0,0,0,0,Chris Mpofu
Matches,13,49,21,0,Kyle Jarvis
Innings,22,49,22,0,Kyle Jarvis
Balls,2511,2362,448,0,Kyle Jarvis
Runs,1354,2087,665,0,Kyle Jarvis
Maidens,79,23,0,0,Kyle Jarvis
Wickets,46,58,28,0,Kyle Jarvis
Avg,29.43,35.98,23.75,0.0,Kyle Jarvis
Eco,3.24,5.3,8.91,0,Kyle Jarvis
SR,54.59,40.72,16.0,0.0,Kyle Jarvis
BBI,5/54,4/16,3/15,-/-,Kyle Jarvis
BBM,7/98,4/16,3/15,-/-,Kyle Jarvis
4w,2,2,0,0,Kyle Jarvis
5w,3,0,0,0,Kyle Jarvis
10w,0,0,0,0,Kyle Jarvis
Matches,5,14,13,0,Brandon Mavuta
Innings,8,11,13,0,Brandon Mavuta
Balls,1002,420,234,0,Brandon Mavuta
Runs,632,396,285,0,Brandon Mavuta
Maidens,11,0,1,0,Brandon Mavuta
Wickets,12,10,10,0,Brandon Mavuta
Avg,52.67,39.6,28.5,0.0,Brandon Mavuta
Eco,3.78,5.66,7.31,0,Brandon Mavuta
SR,83.5,42.0,23.4,0.0,Brandon Mavuta
BBI,5/140,2/30,3/10,-/-,Brandon Mavuta
BBM,5/170,2/30,3/10,-/-,Brandon Mavuta
4w,1,0,0,0,Brandon Mavuta
5w,1,0,0,0,Brandon Mavuta
10w,0,0,0,0,Brandon Mavuta
