ROWHEADER,Test,ODI,T20,IPL,name,country
5w,0,0,0,0,Asghar Afghan,Afghanistan
10w,0,0,0,0,Asghar Afghan,Afghanistan
Matches,10,90,6,0,Hashmatullah Shahidi,Afghanistan
Innings,5,2,0,0,Hashmatullah Shahidi,Afghanistan
Balls,84,18,0,0,Hashmatullah Shahidi,Afghanistan
Runs,59,25,0,0,Hashmatullah Shahidi,Afghanistan
Maidens,0,0,0,0,Hashmatullah Shahidi,Afghanistan
Wickets,0,0,0,0,Hashmatullah Shahidi,Afghanistan
Avg,0,0,0,0,Hashmatullah Shahidi,Afghanistan
Eco,4.21,8.33,0,0,Hashmatullah Shahidi,Afghanistan
SR,0,0,0,0,Hashmatullah Shahidi,Afghanistan
BBI,0/4,0/8,-/-,-/-,Hashmatullah Shahidi,Afghanistan
BBM,0/4,0/8,-/-,-/-,Hashmatullah Shahidi,Afghanistan
4w,0,0,0,0,Hashmatullah Shahidi,Afghanistan
5w,0,0,0,0,Hashmatullah Shahidi,Afghanistan
10w,0,0,0,0,Hashmatullah Shahidi,Afghanistan
Matches,0,16,45,0,Hazratullah Zazai,Afghanistan
Innings,0,0,0,0,Hazratullah Zazai,Afghanistan
Balls,0,0,0,0,Hazratullah Zazai,Afghanistan
Runs,0,0,0,0,Hazratullah Zazai,Afghanistan
Maidens,0,0,0,0,Hazratullah Zazai,Afghanistan
Wickets,0,0,0,0,Hazratullah Zazai,Afghanistan
Avg,0,0,0,0,Hazratullah Zazai,Afghanistan
Eco,0,0,0,0,Hazratullah Zazai,Afghanistan
SR,0,0,0,0,Hazratullah Zazai,Afghanistan
BBI,-/-,-/-,-/-,-/-,Hazratullah Zazai,Afghanistan
BBM,-/-,-/-,-/-,-/-,Hazratullah Zazai,Afghanistan
4w,0,0,0,0,Hazratullah Zazai,Afghanistan
5w,0,0,0,0,Hazratullah Zazai,Afghanistan
10w,0,0,0,0,Hazratullah Zazai,Afghanistan
Matches,0,92,107,0,Najibullah Zadran,Afghanistan
Innings,0,2,0,0,Najibullah Zadran,Afghanistan
Balls,0,30,0,0,Najibullah Zadran,Afghanistan
Runs,0,30,0,0,Najibullah Zadran,Afghanistan
Maidens,0,0,0,0,Najibullah Zadran,Afghanistan
Wickets,0,0,0,0,Najibullah Zadran,Afghanistan
Avg,0,0,0,0,Najibullah Zadran,Afghanistan
Eco,0,6,0,0,Najibullah Zadran,Afghanistan
SR,0,0,0,0,Najibullah Zadran,Afghanistan
BBI,-/-,0/9,-/-,-/-,Najibullah Zadran,Afghanistan
BBM,-/-,0/9,-/-,-/-,Najibullah Zadran,Afghanistan
4w,0,0,0,0,Najibullah Zadran,Afghanistan
5w,0,0,0,0,Najibullah Zadran,Afghanistan
10w,0,0,0,0,Najibullah Zadran,Afghanistan
Matches,2,51,22,0,Noor Ali Zadran,Afghanistan
Innings,0,0,0,0,Noor Ali Zadran,Afghanistan
Balls,0,0,0,0,Noor Ali Zadran,Afghanistan
Runs,0,0,0,0,Noor Ali Zadran,Afghanistan
Maidens,0,0,0,0,Noor Ali Zadran,Afghanistan
Wickets,0,0,0,0,Noor Ali Zadran,Afghanistan
Avg,0,0,0,0,Noor Ali Zadran,Afghanistan
Eco,0,0,0,0,Noor Ali Zadran,Afghanistan
SR,0,0,0,0,Noor Ali Zadran,Afghanistan
BBI,-/-,-/-,-/-,-/-,Noor Ali Zadran,Afghanistan
BBM,-/-,-/-,-/-,-/-,Noor Ali Zadran,Afghanistan
4w,0,0,0,0,Noor Ali Zadran,Afghanistan
5w,0,0,0,0,Noor Ali Zadran,Afghanistan
10w,0,0,0,0,Noor Ali Zadran,Afghanistan
Matches,11,123,1,0,Rahmat Shah,Afghanistan
Innings,4,29,0,0,Rahmat Shah,Afghanistan
Balls,84,543,0,0,Rahmat Shah,Afghanistan
Runs,53,532,0,0,Rahmat Shah,Afghanistan
Maidens,1,2,0,0,Rahmat Shah,Afghanistan
Wickets,1,15,0,0,Rahmat Shah,Afghanistan
Avg,53,35.47,0,0,Rahmat Shah,Afghanistan
Eco,3.79,5.88,0,0,Rahmat Shah,Afghanistan
SR,84,36.2,0,0,Rahmat Shah,Afghanistan
BBI,Jan-30,May-32,-/-,-/-,Rahmat Shah,Afghanistan
BBM,Jan-34,May-32,-/-,-/-,Rahmat Shah,Afghanistan
4w,0,0,0,0,Rahmat Shah,Afghanistan
5w,0,1,0,0,Rahmat Shah,Afghanistan
10w,0,0,0,0,Rahmat Shah,Afghanistan
Matches,0,89,74,2,Gulbadin Naib,Afghanistan
Innings,0,80,44,1,Gulbadin Naib,Afghanistan
Balls,0,2883,649,6,Gulbadin Naib,Afghanistan
Runs,0,2675,860,12,Gulbadin Naib,Afghanistan
Maidens,0,12,1,0,Gulbadin Naib,Afghanistan
Wickets,0,74,33,0,Gulbadin Naib,Afghanistan
Avg,0,36.15,26.06,0,Gulbadin Naib,Afghanistan
Eco,0,5.57,7.95,12,Gulbadin Naib,Afghanistan
SR,0,38.96,19.67,0,Gulbadin Naib,Afghanistan
BBI,-/-,Jun-43,Apr-20,0/12,Gulbadin Naib,Afghanistan
BBM,-/-,Jun-43,Apr-20,0/12,Gulbadin Naib,Afghanistan
4w,0,3,1,0,Gulbadin Naib,Afghanistan
5w,0,1,0,0,Gulbadin Naib,Afghanistan
10w,0,0,0,0,Gulbadin Naib,Afghanistan
Matches,0,84,64,0,Samiullah Shinwari,Afghanistan
Innings,0,65,38,0,Samiullah Shinwari,Afghanistan
Balls,0,2111,634,0,Samiullah Shinwari,Afghanistan
Runs,0,1729,688,0,Samiullah Shinwari,Afghanistan
Maidens,0,10,0,0,Samiullah Shinwari,Afghanistan
Wickets,0,45,28,0,Samiullah Shinwari,Afghanistan
Avg,0,38.42,24.57,0,Samiullah Shinwari,Afghanistan
Eco,0,4.91,6.51,0,Samiullah Shinwari,Afghanistan
SR,0,46.91,22.64,0,Samiullah Shinwari,Afghanistan
BBI,-/-,Apr-31,May-13,-/-,Samiullah Shinwari,Afghanistan
BBM,-/-,Apr-31,May-13,-/-,Samiullah Shinwari,Afghanistan
4w,0,1,1,0,Samiullah Shinwari,Afghanistan
5w,0,0,1,0,Samiullah Shinwari,Afghanistan
10w,0,0,0,0,Samiullah Shinwari,Afghanistan
Matches,3,173,131,24,Mohammad Nabi,Afghanistan
Innings,5,164,122,23,Mohammad Nabi,Afghanistan
Balls,546,7960,2242,417,Mohammad Nabi,Afghanistan
Runs,254,5706,2730,517,Mohammad Nabi,Afghanistan
Maidens,17,52,5,0,Mohammad Nabi,Afghanistan
Wickets,8,176,97,15,Mohammad Nabi,Afghanistan
Avg,31.75,32.42,28.14,34.47,Mohammad Nabi,Afghanistan
Eco,2.79,4.3,7.31,7.44,Mohammad Nabi,Afghanistan
SR,68.25,45.23,23.11,27.8,Mohammad Nabi,Afghanistan
BBI,Mar-36,May-17,04-Oct,04-Nov,Mohammad Nabi,Afghanistan
BBM,Apr-95,May-17,04-Oct,04-Nov,Mohammad Nabi,Afghanistan
4w,0,4,3,1,Mohammad Nabi,Afghanistan
5w,0,1,0,0,Mohammad Nabi,Afghanistan
10w,0,0,0,0,Mohammad Nabi,Afghanistan
Matches,6,114,96,127,Rashid Khan,Afghanistan
Innings,11,106,96,127,Rashid Khan,Afghanistan
Balls,1864,5741,2192,2991,Rashid Khan,Afghanistan
Runs,920,4060,2222,3467,Rashid Khan,Afghanistan
Maidens,53,35,1,4,Rashid Khan,Afghanistan
Wickets,45,199,161,153,Rashid Khan,Afghanistan
Avg,20.44,20.4,13.8,22.66,Rashid Khan,Afghanistan
Eco,2.96,4.24,6.08,6.95,Rashid Khan,Afghanistan
SR,41.42,28.85,13.61,19.55,Rashid Khan,Afghanistan
BBI,Jul-66,Jul-18,05-Mar,Apr-24,Rashid Khan,Afghanistan
BBM,11/104,Jul-18,05-Mar,Apr-24,Rashid Khan,Afghanistan
4w,2,6,8,2,Rashid Khan,Afghanistan
5w,5,5,2,0,Rashid Khan,Afghanistan
10w,3,0,0,0,Rashid Khan,Afghanistan
Matches,2,84,72,0,Mohammad Shahzad,Afghanistan
Innings,0,0,0,0,Mohammad Shahzad,Afghanistan
Balls,0,0,0,0,Mohammad Shahzad,Afghanistan
Runs,0,0,0,0,Mohammad Shahzad,Afghanistan
Maidens,0,0,0,0,Mohammad Shahzad,Afghanistan
Wickets,0,0,0,0,Mohammad Shahzad,Afghanistan
Avg,0,0,0,0,Mohammad Shahzad,Afghanistan
Eco,0,0,0,0,Mohammad Shahzad,Afghanistan
SR,0,0,0,0,Mohammad Shahzad,Afghanistan
BBI,-/-,-/-,-/-,-/-,Mohammad Shahzad,Afghanistan
BBM,-/-,-/-,-/-,-/-,Mohammad Shahzad,Afghanistan
4w,0,0,0,0,Mohammad Shahzad,Afghanistan
5w,0,0,0,0,Mohammad Shahzad,Afghanistan
10w,0,0,0,0,Mohammad Shahzad,Afghanistan
Matches,0,27,12,0,Aftab Alam,Afghanistan
Innings,0,27,12,0,Aftab Alam,Afghanistan
Balls,0,1257,245,0,Aftab Alam,Afghanistan
Runs,0,1033,324,0,Aftab Alam,Afghanistan
Maidens,0,14,0,0,Aftab Alam,Afghanistan
Wickets,0,41,11,0,Aftab Alam,Afghanistan
Avg,0,25.2,29.45,0,Aftab Alam,Afghanistan
Eco,0,4.93,7.93,0,Aftab Alam,Afghanistan
SR,0,30.66,22.27,0,Aftab Alam,Afghanistan
BBI,-/-,Apr-25,Feb-23,-/-,Aftab Alam,Afghanistan
BBM,-/-,Apr-25,Feb-23,-/-,Aftab Alam,Afghanistan
4w,0,1,0,0,Aftab Alam,Afghanistan
5w,0,0,0,0,Aftab Alam,Afghanistan
10w,0,0,0,0,Aftab Alam,Afghanistan
Matches,0,82,33,0,Dawlat Zadran,Afghanistan
Innings,0,80,34,0,Dawlat Zadran,Afghanistan
Balls,0,3769,741,0,Dawlat Zadran,Afghanistan
Runs,0,3423,980,0,Dawlat Zadran,Afghanistan
Maidens,0,42,2,0,Dawlat Zadran,Afghanistan
Wickets,0,115,40,0,Dawlat Zadran,Afghanistan
Avg,0,29.77,24.5,0,Dawlat Zadran,Afghanistan
Eco,0,5.45,7.94,0,Dawlat Zadran,Afghanistan
SR,0,32.77,18.52,0,Dawlat Zadran,Afghanistan
BBI,-/-,Apr-22,Apr-44,-/-,Dawlat Zadran,Afghanistan
BBM,-/-,Apr-22,Apr-44,-/-,Dawlat Zadran,Afghanistan
4w,0,3,1,0,Dawlat Zadran,Afghanistan
5w,0,0,0,0,Dawlat Zadran,Afghanistan
10w,0,0,0,0,Dawlat Zadran,Afghanistan
Matches,0,38,25,0,Hamid Hassan,Afghanistan
Innings,0,37,25,0,Hamid Hassan,Afghanistan
Balls,0,1734,544,0,Hamid Hassan,Afghanistan
Runs,0,1331,580,0,Hamid Hassan,Afghanistan
Maidens,0,25,2,0,Hamid Hassan,Afghanistan
Wickets,0,59,35,0,Hamid Hassan,Afghanistan
Avg,0,22.56,16.57,0,Hamid Hassan,Afghanistan
Eco,0,4.61,6.4,0,Hamid Hassan,Afghanistan
SR,0,29.39,15.54,0,Hamid Hassan,Afghanistan
BBI,-/-,May-45,Apr-22,-/-,Hamid Hassan,Afghanistan
BBM,-/-,May-45,Apr-22,-/-,Hamid Hassan,Afghanistan
4w,0,2,1,0,Hamid Hassan,Afghanistan
5w,0,1,0,0,Hamid Hassan,Afghanistan
10w,0,0,0,0,Hamid Hassan,Afghanistan
Matches,1,75,49,20,Mujeeb Ur Rahman,Afghanistan
Innings,1,74,49,20,Mujeeb Ur Rahman,Afghanistan
Balls,90,3968,1080,446,Mujeeb Ur Rahman,Afghanistan
Runs,75,2863,1141,620,Mujeeb Ur Rahman,Afghanistan
Maidens,1,39,1,0,Mujeeb Ur Rahman,Afghanistan
Wickets,1,101,63,20,Mujeeb Ur Rahman,Afghanistan
Avg,75,28.35,18.11,31,Mujeeb Ur Rahman,Afghanistan
Eco,5,4.33,6.34,8.34,Mujeeb Ur Rahman,Afghanistan
SR,90,39.29,17.14,22.3,Mujeeb Ur Rahman,Afghanistan
BBI,Jan-75,May-50,May-20,Mar-27,Mujeeb Ur Rahman,Afghanistan
BBM,Jan-75,May-50,May-20,Mar-27,Mujeeb Ur Rahman,Afghanistan
4w,0,3,1,0,Mujeeb Ur Rahman,Afghanistan
5w,0,1,1,0,Mujeeb Ur Rahman,Afghanistan
10w,0,0,0,0,Mujeeb Ur Rahman,Afghanistan
Matches,3,147,61,0,William Porterfield,Ireland
Innings,0,0,0,0,William Porterfield,Ireland
Balls,0,0,0,0,William Porterfield,Ireland
Runs,0,0,0,0,William Porterfield,Ireland
Maidens,0,0,0,0,William Porterfield,Ireland
Wickets,0,0,0,0,William Porterfield,Ireland
Avg,0,0,0,0,William Porterfield,Ireland
Eco,0,0,0,0,William Porterfield,Ireland
SR,0,0,0,0,William Porterfield,Ireland
BBI,-/-,-/-,-/-,-/-,William Porterfield,Ireland
BBM,-/-,-/-,-/-,-/-,William Porterfield,Ireland
4w,0,0,0,0,William Porterfield,Ireland
5w,0,0,0,0,William Porterfield,Ireland
10w,0,0,0,0,William Porterfield,Ireland
Matches,6,10,0,0,James McCollum,Ireland
Innings,0,0,0,0,James McCollum,Ireland
Balls,0,0,0,0,James McCollum,Ireland
Runs,0,0,0,0,James McCollum,Ireland
Maidens,0,0,0,0,James McCollum,Ireland
Wickets,0,0,0,0,James McCollum,Ireland
Avg,0,0,0,0,James McCollum,Ireland
Eco,0,0,0,0,James McCollum,Ireland
SR,0,0,0,0,James McCollum,Ireland
BBI,-/-,-/-,-/-,-/-,James McCollum,Ireland
BBM,-/-,-/-,-/-,-/-,James McCollum,Ireland
4w,0,0,0,0,James McCollum,Ireland
5w,0,0,0,0,James McCollum,Ireland
10w,0,0,0,0,James McCollum,Ireland
Matches,10,113,109,0,Andrew Balbirnie,Ireland
Innings,1,4,0,0,Andrew Balbirnie,Ireland
Balls,6,60,0,0,Andrew Balbirnie,Ireland
Runs,8,68,0,0,Andrew Balbirnie,Ireland
Maidens,0,0,0,0,Andrew Balbirnie,Ireland
Wickets,0,2,0,0,Andrew Balbirnie,Ireland
Avg,0,34,0,0,Andrew Balbirnie,Ireland
Eco,8,6.8,0,0,Andrew Balbirnie,Ireland
SR,0,30,0,0,Andrew Balbirnie,Ireland
BBI,0/8,Jan-26,-/-,-/-,Andrew Balbirnie,Ireland
BBM,0/8,Jan-26,-/-,-/-,Andrew Balbirnie,Ireland
4w,0,0,0,0,Andrew Balbirnie,Ireland
5w,0,0,0,0,Andrew Balbirnie,Ireland
10w,0,0,0,0,Andrew Balbirnie,Ireland
Matches,1,0,8,0,Tyrone Kane,Ireland
Innings,2,0,5,0,Tyrone Kane,Ireland
Balls,156,0,92,0,Tyrone Kane,Ireland
Runs,103,0,143,0,Tyrone Kane,Ireland
Maidens,3,0,0,0,Tyrone Kane,Ireland
Wickets,0,0,9,0,Tyrone Kane,Ireland
Avg,0,0,15.89,0,Tyrone Kane,Ireland
Eco,3.96,0,9.33,0,Tyrone Kane,Ireland
SR,0,0,10.22,0,Tyrone Kane,Ireland
BBI,0/17,-/-,Mar-19,-/-,Tyrone Kane,Ireland
BBM,0/103,-/-,Mar-19,-/-,Tyrone Kane,Ireland
4w,0,0,0,0,Tyrone Kane,Ireland
5w,0,0,0,0,Tyrone Kane,Ireland
10w,0,0,0,0,Tyrone Kane,Ireland
Matches,3,152,109,0,Kevin O Brien,Ireland
Innings,2,116,52,0,Kevin O Brien,Ireland
Balls,60,4296,917,0,Kevin O Brien,Ireland
Runs,31,3726,1148,0,Kevin O Brien,Ireland
Maidens,2,31,0,0,Kevin O Brien,Ireland
Wickets,0,114,58,0,Kevin O Brien,Ireland
Avg,0,32.68,19.79,0,Kevin O Brien,Ireland
Eco,3.1,5.2,7.51,0,Kevin O Brien,Ireland
SR,0,37.68,15.81,0,Kevin O Brien,Ireland
BBI,0/11,Apr-13,Apr-45,-/-,Kevin O Brien,Ireland
BBM,0/11,Apr-13,Apr-45,-/-,Kevin O Brien,Ireland
4w,0,5,1,0,Kevin O Brien,Ireland
5w,0,0,0,0,Kevin O Brien,Ireland
10w,0,0,0,0,Kevin O Brien,Ireland
Matches,8,166,150,0,Paul Stirling,Ireland
Innings,1,76,41,0,Paul Stirling,Ireland
Balls,12,2441,522,0,Paul Stirling,Ireland
Runs,11,1942,647,0,Paul Stirling,Ireland
Maidens,0,8,1,0,Paul Stirling,Ireland
Wickets,0,43,20,0,Paul Stirling,Ireland
Avg,0,45.16,32.35,0,Paul Stirling,Ireland
Eco,5.5,4.77,7.44,0,Paul Stirling,Ireland
SR,0,56.77,26.1,0,Paul Stirling,Ireland
BBI,0/11,Jun-55,Mar-21,-/-,Paul Stirling,Ireland
BBM,0/11,Jun-55,Mar-21,-/-,Paul Stirling,Ireland
4w,0,1,0,0,Paul Stirling,Ireland
5w,0,1,0,0,Paul Stirling,Ireland
10w,0,0,0,0,Paul Stirling,Ireland
Matches,2,130,143,0,George Dockrell,Ireland
Innings,3,107,93,0,George Dockrell,Ireland
Balls,369,4793,1598,0,George Dockrell,Ireland
Runs,233,3892,1905,0,George Dockrell,Ireland
Maidens,11,31,1,0,George Dockrell,Ireland
Wickets,3,106,83,0,George Dockrell,Ireland
Avg,77.67,36.72,22.95,0,George Dockrell,Ireland
Eco,3.79,4.87,7.15,0,George Dockrell,Ireland
SR,123,45.22,19.25,0,George Dockrell,Ireland
BBI,Feb-63,Apr-24,Apr-20,-/-,George Dockrell,Ireland
BBM,2/121,Apr-24,Apr-20,-/-,George Dockrell,Ireland
4w,0,4,1,0,George Dockrell,Ireland
5w,0,0,0,0,George Dockrell,Ireland
10w,0,0,0,0,George Dockrell,Ireland
Matches,3,19,40,0,Stuart Thompson,Ireland
Innings,6,16,30,0,Stuart Thompson,Ireland
Balls,410,559,474,0,Stuart Thompson,Ireland
Runs,204,490,670,0,Stuart Thompson,Ireland
Maidens,14,1,0,0,Stuart Thompson,Ireland
Wickets,10,12,18,0,Stuart Thompson,Ireland
Avg,20.4,40.83,37.22,0,Stuart Thompson,Ireland
Eco,2.99,5.26,8.48,0,Stuart Thompson,Ireland
SR,41,46.58,26.33,0,Stuart Thompson,Ireland
BBI,Mar-28,Feb-17,Apr-18,-/-,Stuart Thompson,Ireland
BBM,Apr-93,Feb-17,Apr-18,-/-,Stuart Thompson,Ireland
4w,0,0,1,0,Stuart Thompson,Ireland
5w,0,0,0,0,Stuart Thompson,Ireland
10w,0,0,0,0,Stuart Thompson,Ireland
Matches,9,92,32,0,Andy McBrine,Ireland
Innings,14,88,26,0,Andy McBrine,Ireland
Balls,1839,4385,408,0,Andy McBrine,Ireland
Runs,1044,3334,487,0,Andy McBrine,Ireland
Maidens,43,38,0,0,Andy McBrine,Ireland
Wickets,25,90,23,0,Andy McBrine,Ireland
Avg,41.76,37.04,21.17,0,Andy McBrine,Ireland
Eco,3.41,4.56,7.16,0,Andy McBrine,Ireland
SR,73.56,48.72,17.74,0,Andy McBrine,Ireland
BBI,6/118,May-29,02-Jul,-/-,Andy McBrine,Ireland
BBM,Jul-75,May-29,02-Jul,-/-,Andy McBrine,Ireland
4w,1,2,0,0,Andy McBrine,Ireland
5w,1,1,0,0,Andy McBrine,Ireland
10w,0,0,0,0,Andy McBrine,Ireland
Matches,2,104,81,0,Gary Wilson,Ireland
Innings,0,0,0,0,Gary Wilson,Ireland
Balls,0,0,0,0,Gary Wilson,Ireland
Runs,0,0,0,0,Gary Wilson,Ireland
Maidens,0,0,0,0,Gary Wilson,Ireland
Wickets,0,0,0,0,Gary Wilson,Ireland
Avg,0,0,0,0,Gary Wilson,Ireland
Eco,0,0,0,0,Gary Wilson,Ireland
SR,0,0,0,0,Gary Wilson,Ireland
BBI,-/-,-/-,-/-,-/-,Gary Wilson,Ireland
BBM,-/-,-/-,-/-,-/-,Gary Wilson,Ireland
4w,0,0,0,0,Gary Wilson,Ireland
5w,0,0,0,0,Gary Wilson,Ireland
10w,0,0,0,0,Gary Wilson,Ireland
Matches,7,55,77,0,Lorcan Tucker,Ireland
Innings,0,0,0,0,Lorcan Tucker,Ireland
Balls,0,0,0,0,Lorcan Tucker,Ireland
Runs,0,0,0,0,Lorcan Tucker,Ireland
Maidens,0,0,0,0,Lorcan Tucker,Ireland
Wickets,0,0,0,0,Lorcan Tucker,Ireland
Avg,0,0,0,0,Lorcan Tucker,Ireland
Eco,0,0,0,0,Lorcan Tucker,Ireland
SR,0,0,0,0,Lorcan Tucker,Ireland
BBI,-/-,-/-,-/-,-/-,Lorcan Tucker,Ireland
BBM,-/-,-/-,-/-,-/-,Lorcan Tucker,Ireland
4w,0,0,0,0,Lorcan Tucker,Ireland
5w,0,0,0,0,Lorcan Tucker,Ireland
10w,0,0,0,0,Lorcan Tucker,Ireland
Matches,0,24,12,0,Peter Chase,Ireland
Innings,0,24,12,0,Peter Chase,Ireland
Balls,0,1238,251,0,Peter Chase,Ireland
Runs,0,1356,416,0,Peter Chase,Ireland
Maidens,0,2,0,0,Peter Chase,Ireland
Wickets,0,34,15,0,Peter Chase,Ireland
Avg,0,39.88,27.73,0,Peter Chase,Ireland
Eco,0,6.57,9.94,0,Peter Chase,Ireland
SR,0,36.41,16.73,0,Peter Chase,Ireland
BBI,-/-,Mar-33,Apr-35,-/-,Peter Chase,Ireland
BBM,-/-,Mar-33,Apr-35,-/-,Peter Chase,Ireland
4w,0,0,1,0,Peter Chase,Ireland
5w,0,0,0,0,Peter Chase,Ireland
10w,0,0,0,0,Peter Chase,Ireland
Matches,3,58,14,0,Tim Murtagh,Ireland
Innings,6,57,14,0,Tim Murtagh,Ireland
Balls,570,3020,268,0,Tim Murtagh,Ireland
Runs,213,2290,324,0,Tim Murtagh,Ireland
Maidens,25,45,0,0,Tim Murtagh,Ireland
Wickets,13,74,13,0,Tim Murtagh,Ireland
Avg,16.38,30.95,24.92,0,Tim Murtagh,Ireland
Eco,2.24,4.55,7.25,0,Tim Murtagh,Ireland
SR,43.85,40.81,20.62,0,Tim Murtagh,Ireland
BBI,May-13,May-21,Mar-23,-/-,Tim Murtagh,Ireland
BBM,Jun-65,May-21,Mar-23,-/-,Tim Murtagh,Ireland
4w,1,4,0,0,Tim Murtagh,Ireland
5w,1,1,0,0,Tim Murtagh,Ireland
10w,0,0,0,0,Tim Murtagh,Ireland
Matches,7,54,88,0,Mark Adair,Ireland
Innings,13,52,88,0,Mark Adair,Ireland
Balls,1192,2487,1898,0,Mark Adair,Ireland
Runs,715,2411,2439,0,Mark Adair,Ireland
Maidens,32,24,2,0,Mark Adair,Ireland
Wickets,25,71,127,0,Mark Adair,Ireland
Avg,28.6,33.96,19.2,0,Mark Adair,Ireland
Eco,3.6,5.82,7.71,0,Mark Adair,Ireland
SR,47.68,35.03,14.94,0,Mark Adair,Ireland
BBI,May-39,Apr-19,Apr-13,-/-,Mark Adair,Ireland
BBM,Aug-95,Apr-19,Apr-13,-/-,Mark Adair,Ireland
4w,0,6,4,0,Mark Adair,Ireland
5w,1,0,0,0,Mark Adair,Ireland
10w,0,0,0,0,Mark Adair,Ireland
Matches,3,45,56,0,Barry McCarthy,Ireland
Innings,6,45,56,0,Barry McCarthy,Ireland
Balls,543,2242,1205,0,Barry McCarthy,Ireland
Runs,248,2166,1703,0,Barry McCarthy,Ireland
Maidens,15,14,3,0,Barry McCarthy,Ireland
Wickets,14,72,56,0,Barry McCarthy,Ireland
Avg,17.71,30.08,30.41,0,Barry McCarthy,Ireland
Eco,2.74,5.8,8.48,0,Barry McCarthy,Ireland
SR,38.79,31.14,21.52,0,Barry McCarthy,Ireland
BBI,Apr-75,May-46,Apr-30,-/-,Barry McCarthy,Ireland
BBM,Jun-97,May-46,Apr-30,-/-,Barry McCarthy,Ireland
4w,1,2,2,0,Barry McCarthy,Ireland
5w,0,1,0,0,Barry McCarthy,Ireland
10w,0,0,0,0,Barry McCarthy,Ireland
Matches,3,75,50,0,Boyd Rankin,Ireland
Innings,6,73,49,0,Boyd Rankin,Ireland
Balls,443,3708,1068,0,Boyd Rankin,Ireland
Runs,304,2958,1219,0,Boyd Rankin,Ireland
Maidens,6,42,2,0,Boyd Rankin,Ireland
Wickets,8,107,55,0,Boyd Rankin,Ireland
Avg,38,27.64,22.16,0,Boyd Rankin,Ireland
Eco,4.12,4.79,6.85,0,Boyd Rankin,Ireland
SR,55.38,34.65,19.42,0,Boyd Rankin,Ireland
BBI,02-May,Apr-15,Mar-16,-/-,Boyd Rankin,Ireland
BBM,Apr-91,Apr-15,Mar-16,-/-,Boyd Rankin,Ireland
4w,0,4,0,0,Boyd Rankin,Ireland
5w,0,0,0,0,Boyd Rankin,Ireland
10w,0,0,0,0,Boyd Rankin,Ireland
